Opinião; mensagem
3;E enquanto os ativistazinhos ficavam falando asneira aqui nos comentários, a lei foi aprovada kkkkkkkkk, LEI 1767/2015. RODEIO PATRIMÓNIO CULTURAL IMATERIAL!!! KKKKK
2;A sua mãe eu monto a hora que ela quiser!
3;E VOCE DEVERIA CONHECER ANTES DE FALAR.APRENDA ,ISSO TAMBEM É CULTURA
3;Eu não ia comentar mais nada aqui, Mas agora tenho que vir dar gargalhada de vocês, foi aprovado 1767/2015, rodeio património cultural imaterial, chupa!
6;kkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkk
3;"Podem chorar a vontade ""ativistas"" Acaba de ser aprovado esse projeto de lei na comissão de cultura , parabéns capitão augusto e viva o rodeio !!!!!! https://www.facebook.com/capitaoaugustooficial/photos/a.1378716049015613.1073741835.1378617549025463/1636353213251894/?type=1&theater "
3;com certeza não, somos nós que vamos aos rodeios... chupa essa manga...kkk
2;"Hoje tem mais rodeio sanguinolento, ""OBJETIVO de CONSEGUIR"" na primeira noite, 5 touros mortos, 8 com a perna quebrada e 10 morrerá por não se alimentar uma semana, por motivo de stress. Vamos nessa, eu estou com um chicote feito de corrente de moto serra, vou ganhar esse rodeio! "
4;Vou perguntar sempre? Que faremos com os cavalos da polícia militar, se salvarem os touros dos rodeios, seria injusto deixar os cavalos para traz.
2;"voces que ""defendem"" os animais, pelo menos sabem a alimentação correta desses animais? ou o manejo certo? sabem alguma coisa de veterinaria? ranka esse cu do sofa e vai tentar fazer sucesso de outro jeito pk o rodeio acaba de se tornar patrimonio cultural desse meu brasil https://www.facebook.com/rodeiotrataenaomaltrata/photos/a.1659187440978930.1073741827.1659171600980514/1685935598304114/?type=1&theater #ChoraCambadaDeVagabundos #rozetaNoCeis #DEUSÉJUSTO "
3;ESSA É A REALIDADE MEU AMIGO, E TEM TAMBEM QUEM TEM COME CACHORRO NA CHINA MUITOS DELES SAO DEVORADOS. A MORTE NUNCA SERA MELHOR QUE VIDA EM NENHUM LUGAR DO PLANETA.
2;otario é voce de nao saber que os animais que nao vao para o rodeio vao para o matadouro,onde a morte é melhor que a vida,,só no seu mundo.
3;CONHEÇA ANTES DE FALAR SEU BABACA,ANIMAIS DE RODEIO DEVEM SER MAIS BEM TRATADOS QUE VOCE.
4;conheçam antes de criticar.
3;INFELISMENTE MUITAS PESSOAS LEIGAS DAO SEUS DEPOIMENTOS AQUI SEM NUNCA TER VISTO DE PERTO,A UNICA CHANCE DE UM ANIMAL DESSE CHEGAR A VIDA ADULTA E MORRER EM UM PASTO COMO REPRODUTOR É SENDO DE RODEIO,CONHEÇA, ANTES DE FALAR ,ANIMAIS QUE NÃO VAO PARA O RODEIO VAO PARA O AÇOUGUE,JA EXISTE UMA LEI QUE PROTEGE ELES DE MAUS TRATOS DESDE 20O2 QUEM GOSTA DE ANIMAIS DEVERIA FISCALIZAR SE ELA ESTA SENO CUMPRIDA ,NAO QUERER MANDA-LOS DIRETO PARA O AÇOUGUE SEM ANTES CONHECER COMO VIVEM E COMO SÃO TRATADOS,CONHEÇAM ANTES DE CRITICAR,NAO FAÇAM COMO A ANA DOS ANIMAIS QUE CRITICA SEM CONHECER.
3;voce esta completamente enganada,,agressividade são dos veganos,que nao comem carne e acham que ninguem pode comer,,respeitamos todos e achamos que quem nao gosta tambem deveria respeitar quem gosta.
2;deixa voce de ser ridicula ,aprenda que nehum animal tem o saco apertado e o animal que nao vai para o rodeio vai para o matadouro,,aprenda antes de falar ou voce acha que os animais que nao vao para o rodeio vao para shoping
3;RICULA É VOCE DE ACHAR QUE ANIMAIS DE RODEIO DE RODEIO TEM O SACO APERTADO,APRENDA ANTES DE FALAR ASSSIM VOCE NAO VAI AJUDAR NENHUM ANIMAL SAIBA O QUE FALA PELO MENOS.ESSE MESMO ANIMAL DE RODEIO SE NAO FOR PARA O RODEIO VAI PARA AÇOUGUE,ONDE VOCE QUER DEIXAR ELE EM PAZ,NO INFERNO..SE GOSTA AJUDE A FISCALIZAR NAO VENHA FALAR COISAS SEM SABER
3;PARA QUEM NÃO CONHECE EU POSSO MOSTRAR COMO VIVEM E COMO SAO TRATADOS ANIMAIS DESTINADOS AO RODEIO,TENHO ANIMAIS DESTINADOS AO ABATE E TENHO ALGUNS ANIMAIS DE RODEIO,POSSO MOSTRAR COMO VIVEM BEM MELHOR OS DESTINADOS AO RODEIO,,MUITOS ,FICAM PARA REPRODUTORES E MORREM NO PASTO COM COMIDA FARTA E VIDA BOA,OS DESTINADOS AO ABATE NAO CONSEGUEM CHEGAR A VIDA ADULTA E SÓ TEM UM DESTINO,O MATADOURO.E POSSO GARANTIR E MOSTRAR COMO NÃO SOFREM MAUS TRATOS ALGUM E MUITO MENOS TEM SEUS TESTICULOS APERTADOS COMO MUITA GENTE FALA.
4;ANA.CADE SEUS ANIMAIS,
3;POR ACASO VOCE JA FOI VER DE PERTO COMO VIVEM E COMO SAO TRATDOS ESSES ANIMAIS,SABE TAMBEM PARA ONDE VAO OS QUE NAO VAO PARA RODEIO,,ENTAO APRENDA ANTES DE FALAR ,MUITOS DESEES ANIMAIS SAO MUITO MAIS BEM TRATADOD DO QUE MUITOS HUMANOS,APRENDA ANTES DE FALAR,CONHEÇA ANTES DE FALAR TANTA BESTEIRA.
3;TENHO ANIMAIS DESTINADOS AO ABATE E ALGUNS DESTINADOS AO RODEIO,POSSO DE GARANTIR E ATÉ TE MOSTRAR COMO VIVEM BEM MELHOR OS QUE SAO DESTINADOS AO RODEIO,QUANDO QUISER CONHECER SERA UM PRAZER TE MOSTRAR.MAS CONHEÇA ANTES DE FALAR.
6;Vai lá no lago do taquaral, dar uma caminhada vai, esfriar a cabeça, kkkkkk
1;Assiste lá, pra dar audiência pra nós, tem debate com donos de touros de rodeios e organizadores de festas, etc. Brasilruraltv.com. RODEIO EM ALTA DEFINIÇÃO.
3;senhora ana dos animais me chamo jeferson ferreira,moro em extrema mg,tenho animais de corte e tambem alguns animais de rodeio,seria um prazer te mostrar a diferença como vivem os destinados ao abate e os animais destinados para o rodeio,minha fazenda se chama morro grande e fica no municipio de itapeva a 15 km de extrema,,os animais de rodeio ganham tratamento vip,com nutricionistas e acompanhamento veterinario, e posso te garantir que nao sofrem maus tratos algum.
4;ANA ,CADE SEU ANIMAIS,,ESTAMOS CUIROSOS DONA ANA,CADE SEUS ANIMAIS..
3;Essa dona Ana só pode ter tido uma ilusão amorosa no passado, para ter, tanta raiva assim de rodeios, deve ter apaixonado por um peão de rodeio, e ele caiu no mundo, kkkkkkk
4;CADE SEUS ANIMAIS,ANA DOS ANIMAIS
4;pare de brincadeiras e venha conhecer como vivem esses animais de verdade os meus não são fantasmas como os seus.
4;NOS MOSTRE SEUS ANIMAIS ANA DOS ANIMAIS
6;ANA E SEUS ANIMAIS FANTASMAS
4;QUEREMOS CONHECER SEUS ANIMAIS ANA,,CADE SEUS ANIMAIS
4;Vou perguntar sempre? Que faremos com os cavalos da polícia militar? Se salvarem os touros, dos rodeios, nao seria injusto deixar os cavalos militares para traz.
6;Ela tem animal sim ao em vez de adotar um cão, ela comprou um, kkkkkkk.
1;Aí Ana se o assunto e rodeio então toma, Brasilruraltv.com, estamos com um canal só para rodeios, assista lá, e aprenda a gostar professora!
4;CONTINUA COM SUAS DESCULPAS,,CADE SEUS ANIMAIS,ANA DOS ANIMAIS
3;tenho certeza disso,só espero que nao tenha aquelas ongs om animais fantasmas.
3;"Irei negociar com dirigentes de rodeio , Rogério Pait, Henrique moraes, Adriano moraes"" tri campeão mundial"" entre outros, para montar um stand, na entrada das festas de peão com alguns computadores, e representantes para orientar como votar, aí sim estamos na nossa área, porque dentro de casa o benefícios é só pro ""NÃO"" o sertanejo que gosta do rodeio, nem email eles têm, só assim poderá votar, eles saberá que sem rodeio, os touros irá para o abate! "
3;Isso é pra ser cultura, não é para proibir, sabe ler não?
3;"Pessoal do ""NÃO "" devem acreditar até em Papai Noel, PRIMEIRO , vocês estão achando que essa votação tem valor decisivo, sendo que ela não tem valor algum, até mesmo porque uma mesma pessoa pode criar vários perfis e votar várias vezes. SEGUNDO, mesmo que tivesse essa votação não é para o fim do rodeio, na minha leiga opinião não irá mudar, em nada, porque os rodeios não é como futebol que depende de milhões do governo, muito pelo contrário, pois ele contribui para várias instituições na qual era dever do governo ajudar, TERCEIRO, por isso vai ser meu último comentário aqui, isso aqui é tão sem importância que não tem comentário de nenhum grande nome influente do rodeio, nem de vocês do ""NÃO "", vocês do ""NÃO "" que estão aqui, não oferece medo e não tem capacidade para pelo menos tentar mudar algo! É si quiserem me encontrar, me procurem nos rodeios, aguardando O JAGUARIÚNA RODEO FESTIVAL, caso queiram me encontrar estarei por lá! ABRAÇOS, "
4;cade seus animais ana dos animais,,
3;ANA DOS ANIMAIS VEM AQUI DEFENDER ANIMAIS E NEM SE QUER CUIDA DE UM SE CUIDA NÃO MOSTRA SE NÃO MOSTRA É PORQUE DEVE, ANA CADE SEUS ANIMAIS....
3;VOCE NÃO VAI MOSTRAR PORQUE NÃO TEM,,NÃO CUIDA DE NENHUM E VEM AQUI FALAR QUE AS PESSOAS MAU TRATAM SEUS ANIMAIS..ANTES DE PERDER SEU TEMPO AQUI FALANDO BESTEIRAS VÁ AJUDAR ALGUM ANIMAL QUE REALMENTE ESTA PRECISANDO DE AJUDA OS NOSSOS NÃO ESTAO E QUANDO QUISER CONHECER OS MEUS SERA UM PRAZER TE MOSTRAR.
2;cade seus animais,,vai procurar o que fazer,,voce não cuida de nenhum animal,chega dessa conversinha que não quer mostar,,vai procurar serviço voce deve uma desocupada,,se quiser dar um pulo em amapro e conhecer os meus estao a disposição,,vem aqui mato um carneiro pra nos e agente comemora com um churrasquinho,,vai te catar voce deve mais uma daquelas que pega dinheiro para cuidar de animais invisiveis,,cade seus animais..nos mostre por favor
4;FAÇO QUESTAO DE IR NA SUA CIDADE VER COMO CUIDA DE SEUS ANIMAIS,,CADE SEUS ANIMAISSSSSSSSSSSSS
2;E OUTRA PARTE EM ASSALTOS E TRAFICOS,,VOCE ASSISTI JORNAL,ONTEM DOIS ADOLECENTES DE 14 E 17 ANOS MATARAM A ATIRARAM FOGO EM UMA MULHER.ISSO É A SUA MODERNIDADE.
4;olha a mulher com nome de haroldo de novo,nem seu nome é real imagina o que voce fala..
6;Hoje vocês resolveram comentar com todos os fakes, Ana animais, Haroldo girafales, será só o Luiz Paulo sacoman???
3;CADE VOCE ANA,VENHA CONHECER MEUS ANIMAIS ,ESTAO A MENOS DE 40 MINUTOS DE VOCE,PERTINHO EM AMPARO,,MATAMOS UM CARNEIRO E FAZEMOS UM CHURRASCO E VOCE APROVEITA E CONHECE MEUS ANIMAIS,,SADIOS BEM TRATADOS E DEPOIS VOCE ME LEVA PARA VER OS SEUS,QUE DEVEM COMER CAVIAR E TOMAR CHAMPANHE.. PELO O QUE FALA DOS ANIMAIS DOS OUTROS OS SEUS DEVEM SER OS MAIS BEM TRATADOS DO PLANETA.
3;CADE SEUS ANIMAIS,,,ME FALE OU APROVEITE E VEM ATE MINHA CIDADE RESGATAR ALGUNS QUE ESTAO PERDIDOS PELA RUA,,OS DE RODEIO JA ESTAO BEM CUIDADOS.
2;imbecil é uma mulher que vem aqui com nome de haroldo e quer debater alguma coisa.
2;primeiro voce vira homem, todo mundo aqui sabe que voce é uma moçinha ,depois aprenda que nem tudo pode ser do jeito que ver quer,
2;e ai moçinha resolveu virar homem,,acorda pra vida o lunático ou ainda ta achando que todos animais do plante vão ser libertados
3;vvoce deve amar rodeio e não sabe,,esse esporte tem muita coisa que voce gosta,,entao voce gosta de ficar conversando aqui homens te dao atenção.
1;OI,,VAMOS CONVERSAR,,TALVEZ SEJA ISSO QUE VOCE QUER CONVERSAR COM ALGUM HOMEM,TUDO BEM.QUER CONHECER AMPARO,UM LUGAR BONITO COM AGUA BOA, SERRAS E OTIMA GASTRONOMIA,,TELEVO PARA COMER ALFACE ORGANICA EM ALGUM UGAR.
2;ISSO MESMO VOCE NAO VAI ESTAR MAIS AQUI NOS ENCONTRAREMOS NO INFERNO SUA FRUTINHA
1;NAO PERCA A OPORTUNIDADE DE VIRAR HOMINHO ,VENHA PARA O CAMPO VER COMO VIVEM HOMENS DE VERDADE.
6;PARE COM ESSA CONVERSINHA MOSTRE NOS SEUS ANIMAIS OU VOCE É MAIS UMA DAQUELAS QUE GANHA DINHEIRO PARA CUIDAR DE ANIMAIS INVISIVEIS
4;Luiz Paulo sacoman é Ana animais, somem e aparecem juntos nos comentários, será coincidência ou a mesma pessoa?? Essa Ana garanto que já deve ter votado umas duas mil vezes!
2;" O burro retardado, apesar que si faz de burro.. com a mesma conta não, Mas com os vários ""fakes "" que vocês tem, porque aqui os únicos que são desocupados para criar perfis fakes são vocês que fica tomando conta da vida alheia!"
2;Ana e dessas pessoas que o jardineiro pede água e ela vem com um copo de massa de tomate pra dar água pra ele de nojo do pobre, depois quer falar mera.
3;Estou defendendo o rodeio, como não adianta dizer que não há maus tratos aos animais, quero mostrar algo que envolve animais também, que digam algo sobre os cavalos das polícias horas, são animais! E cadê a prova que vc cuida dos animais?
3;A ANA DOS ANIMAIS VOLTOU QUEM SABE DESSA VEZ ELE RESOLVE NOS MOSTRAR COMO CUIDA E COMO TRATA SEUS ANIMAIS ASSIM PODEMOS COMPARA-LOS COM OS NOSSOS ,JA QUE ELA DIZ QUE OS NOSSOS SÃO TAO MAUS TRATADOS,,ANA,CADE SEUS ANIMAIS.
4;Hummm sei o tipo de cultura o senhor, Wagner, quer para o Brasil...
2;Ninguém fala nada da exploração, que é os cavalos da polícia é bomba de gás, pedrada, Paulada etc... E aí? Gato comeu a língua de vcs?
3; E VOCE CONTINUA ESCONDENDO SEUS ANIMAIS,,CADE SEUS ANIMAIS,,NOS MOSTRE POR FAVOR..VOCE É BOA PARA FALAR MAS CADE AÇÃO CADE OS ANIMAIS QUE VOCE CUIDA ,,VOCE É ANA DOS ANIMAIS,,NOS MOSTRE COMO CUIDA DOS SEUS ANIMAIS.ADORARIA COMPARA-LOS AOS MEUS.
3;TEREI O MAIOR PRAZER EM CONHECER COMO VIVEM SEUS ANIMAIS E TE MOSTRA COMO VIVEM OS MEUS E .QUERO QUE VOCE ME APONTE ONDE ELES SOFREM MAUS TRATOS.
3;A SENHORA FALA MUITO E MOSTRA POUCO SE GOSTA TANTO DE PROTEGER ANIMAIS ASSIM NOS MOSTRE OS SEUS OS MEUS ESTAO A SUA DISPOSIÇÃO.
2;Aí Enzo, da pra ver porque vc não gosta de rodeio!
3;Olá dona Helena, sera mesmo que vc não depende de nada animal? Só se vc anda de sapatos de tecido e plástico, suas cintas seja de algodão, kkkk Com certeza usamos, e damos a eles treinamento pastagens e dignidade para viver, Já a crueldade que tantos dizem, se fosse assim muitos donos de bois estariam na cadeia, a crueldade deixamos para órgãos competentes, que tem veterinários a altura para julgar, ou vc tem diploma de veterinária?
2;mai arco iris ,falando o que não sabe
3;PELO SEU ARCO IRIS VOCE TAMBEM GOSTA DE COISAS QUE NAO SAO NORMAIS E DAI,,É RPOBLEMA SEU CADA UM VIVE DO JEITO QUE GOSTA.CUIDA DA SUA VIDA.
4;se voce se julga tão culto aprenda a cuidar da sua vida e respeite os gostos de outras pssoas.
3;REALMENTE PRECISAMOS EVOLUIR,,CONHECER ANTES DE FALAR EM EXPLORAÇÃO,ANIMAIS DE RODEIO SERIAM ABATIDOS SE NÃO FOSSEM PARA O RODEIO,A UNICA CHANCE QUE UM ANIMAL DESSE TEM DE CHEGAR A VIDA ADULTA É SENDO DE RODEIO.
3;INTERAGIR COM ANIMAIS NÃO É EXPLORAR,,EVOLUA VOCE E APRENDA ISSO.EXISTEM JOGUEIS,CAVALOS DE HIPISMO,CACHORROS DE EXPOSIÇOES,CAVALOS DA POLICIA,CACHORROS DE CORRIDA,,ISSO É INTERAGIR NAO EXPLORAR,SE NAO GOSTA RESPEITE QUEM GOTA ISSO TAMBEM É EVOLUÇÃO DA ESPECIE.
3;conviver e interagir com animais não é explorar animais,,evolua e aprenda,realmente precisamos evoluir voce mora em um pais que pessoas são mortas todos os dias por um aparelho celular,ou par de brincos e vem falar de evolução,,vai te catar.
4;ONDE VOCE VIU UM ANIMAL DE RODEIO SENDO MAU TRATADO..CONHEÇA ANTES DE FALAR.
3;kaka de barretos falou uma verdade, esse povo do nao e tao burro que eles acha que o leite e so aperta um botao e o leite sai na caixinha
2;SE VOCE NAO COME CARNE É PROBLEMA SEU,,MUITAS MATAS TAMBEM FORAM DERRUBADAS PARA PLANTAR A SOJA QUE VOCE COME..TAMBEM NAO VAMOS NA SUA CASA TE FALAR O QUE VOCE TEM QUE COMER.NOSSO PAIS É O TERCEIRO MAIOR PRODUTOR DE CARNE DO MUNDO E COMEMOS MUITA CARNE,,PELO SEU ARCO IRIS VOCE TAMBEM GOSTA DE COISAS QUE NÃO SAO NORMAIS,ENTAO CUIDA DE SUA VIDA,CADA UM VIVE DO JEITO QUE QUER.
4;ISSO É PROBLEMA SEU CADA UM COME O QUE QUER,,OU VOCE ACHA QUE TEMOS QUE COMER O QUE VOCE COME,,
1;O rodeio já está na agenda do povo brasileiro como Cultura e trás empregos e movimenta o comércio dos Municípios aonde são realizados. Temos no Estado de São Paulo rodeios que são tradicionais como o de Barretos, Jaguariuna,Americana e muitos outros Municípios. Alguém pode criticar o que é feito pelo Hospital do Câncer na cidade de Barretos ? Todos os gastos são costiados pelos organizadores do Rodeio quantas vidas de pessoas pobres e não pobre já foram curadas por esse Hospital. Quanto aos animais usado, tem médicos veterinários são treinados para derrubar os peãos se alguém não acredita vá conferir nas fazendas em que os animais ficam.
3;"Palavras do Prof. Bernard Rollin Ph.D da Colorado University-USA e do Prof. Ed Pajor Ph.D da Calgary University-Canadá, especialistas em Bem Estar Animal, em comunicação pessoal por ocasião de solicitação de esclarecimentos por parte do Sr. Consul Paul Brunet e da Srª Ministra do Exterior do Canadá Srª Diane Ablonczy:""the flank strep has no relation whith pain"" (o sedém não tem relação com dor). "
